,Time,Correlation
12,01:07:11,1.1054102182388306
3,01:39:14,0.621830940246582
2,01:11:55,0.6129436492919922
9,01:08:13,0.6022127270698547
1,01:23:32,0.5712430477142334
11,01:52:36,0.5694044232368469
0,01:43:07,0.5688483119010925
10,01:01:06,0.5677444338798523
8,01:59:03,0.5430771112442017
6,01:33:34,0.5399829745292664
5,01:16:48,0.5293670892715454
7,01:21:01,0.5088384747505188
4,01:29:24,0.5033547878265381
