,Time,Correlation
0,01:41:58,1.8121283054351807
14,02:21:52,1.4825111627578735
12,02:16:43,1.3417013883590698
6,01:57:09,1.0777114629745483
3,01:50:35,1.023811936378479
1,01:44:21,0.981021523475647
2,01:46:40,0.94767826795578
9,02:08:10,0.9050169587135315
7,01:58:50,0.7151864171028137
8,02:02:41,0.7145310640335083
15,02:25:10,0.6962133049964905
4,01:53:17,0.662140965461731
5,01:54:32,0.6350469589233398
11,02:15:41,0.6039205193519592
13,02:19:09,0.5519572496414185
10,02:11:58,0.5333746671676636
