,Time,Correlation
0,00:25:01,1.450885534286499
1,00:20:01,1.4018791913986206
8,00:05:01,1.1412010192871094
6,00:07:31,1.0406162738800049
4,00:27:31,1.039155125617981
2,00:10:01,0.9528807401657104
7,00:12:31,0.9509106278419495
5,00:22:31,0.9448105692863464
3,00:15:01,0.5936204791069031
